Translation,Target
"Iron deficiency can be treated with oral or intravenous iron. But the cause must also be treated.

So if you feel weak or tired, don't neglect it. Get medical attention.",0
"The parasite in the infected Person's blood first infects the mosquito. Later, when the mosquito bites a healthy Person, the germs also enter his body.
",0
"Symptoms of malaria include high fever with chills and headache. If not treated at the right time, this disease can become fatal.
",0
"Filaria is spread in Bangladesh by Culex mosquitoes. In this disease, people's hands and feet and other organs swell abnormally. It is also locally called Godrog. Filaria patients are seen in 34 districts of Bangladesh.
",0
"Dengue virus is transmitted by Aedes mosquito. Aedes mosquitoes breed in clean water stored in containers. Generally, its concentration is high during the rainy season, so the prevalence of dengue disease also increases during this time. It may take 4 to 14 days for symptoms to appear after exposure.
",0
"Dengue fever usually causes high fever, severe body aches, abdominal pain, severe muscle pain, nausea.
",0
"Chikungunya symptoms include fever, headache, skin rash, nausea and body aches, especially joint pain. Even after the disease is cured, the joint pain can last for weeks, months or even years.
",0
"The scientific name of the mosquito that carries this disease is 'Aedes albopictus'. Symptoms of Zikavirus infection include red eyes, fatigue and muscle pain.
",0
"The vast majority of patients infected with Zika virus recover without serious complications.
",0
"If a pregnant woman is infected with Zika virus, Zika can also be passed on to her baby. In that case the newborn may have some problems.
",0
"Experts advise to be careful before contracting a mosquito-borne disease. Because, if the doctor is not consulted at the right time after the attack, the risk of various complications including death increases. So there is no option to protect yourself from mosquito bites.
",0
"Damp places and places with stagnant water are well-known breeding grounds for mosquitoes, especially the Aedes mosquito. All surrounding areas should be kept dry and clean to avoid mosquito breeding.
",0
"It is necessary to ensure that water does not accumulate in any small hole. On the roof of the house or in the flower tub of the balcony, in the building under construction, waste tires or plastic containers - somewhere so that water does not accumulate for more than three days, should be arranged.
",0
"Full shirt and pants should be worn at all times to avoid infection. Wear light colored clothes. 'Mosquito repellent' cream or spray should be used. Socks should be worn on feet.
",0
"Aedes mosquitoes responsible for dengue and chikungunya usually bite in the early morning and early evening. As a result, the doors and windows of the house should be closed during these two times.
",0
"Various insects including mosquitoes are more attracted to dark and unhealthy environment. It is important to pay special attention to keep the air circulating and clean in the living areas of the house.
",0
"Keep the windows and doors of the house closed during the time when there is more mosquito breeding. You can prevent mosquitoes from entering by using nets on windows and doors.
",0
"Mosquito nets must be used to protect yourself from mosquito bites during the day and during sleep at night. Avoid sleeping in open and damp places.
",0
"Eucalyptus oil, lavender oil, cinnamon oil, tulsi oil, thyme oil mixed with a few drops of moisturizer can be used on exposed skin. By doing this, even if you go out, you will be saved from mosquito bites.
",0
"Kidneys act as filters in the body. Filters out unnecessary waste products from the blood. If diabetes is uncontrolled, the normal functioning of the kidneys is gradually disrupted. Waste cannot be excreted, remains with the blood. In this way, the functioning of the kidneys can be completely destroyed.
",0
"We have two kidneys in our body. These two have about 24 lakh filters. They are made up of fine blood vessels.
",0
"The purified blood filtered through the filters goes to different parts of the body. Contaminated blood, waste and excess fluid are excreted through urine.
",0
"Excess sugar in the blood damages these blood vessels. As a result the filter becomes weak. Then, not the waste material, but small particles of meat come out with the urine. These are called microalbumin. If you suffer from uncontrolled diabetes for a long time, the condition becomes serious. The patient may die due to kidney failure.
",0
"Usually after 10-12 years of diabetes, problems start to appear. Initially there are not many symptoms. However, if there is protein (microalbumin) in the urine, quick action should be taken. This is the very first symptom.
",0
